AnnotationId,DataName,UserId,Label,AdjudicationRoundNumber,Timestamp,AdjudicationId,PositionStart,PositionEnd,RationaleInstructions,RationaleFreeForm
24rYHEan88vkpwqCB,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:22:36.135Z,rgQvt2CLeH4HiTXPm,22350,22380,,
25PDknvyRpcHroaGz,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_rem,0,2019-01-13T21:17:13.443Z,rgQvt2CLeH4HiTXPm,16770,16800,,
29siFbqTRDNPYa6u3,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:15:34.627Z,rgQvt2CLeH4HiTXPm,15000,15030,,
2RY5gfjt9DQkGvWAS,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:09:15.540Z,rgQvt2CLeH4HiTXPm,7080,7110,,
2XrTnxAaJXuJpvo4D,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:19:24.930Z,rgQvt2CLeH4HiTXPm,19650,19680,,
2kBPu2c6QmzYsPdmj,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:22:49.415Z,rgQvt2CLeH4HiTXPm,22620,22650,,
36PGPYo5mMypt677G,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_wake,0,2019-01-13T21:01:21.830Z,rgQvt2CLeH4HiTXPm,240,270,,
3JxakDyAduxcGsGTL,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:04:18.052Z,rgQvt2CLeH4HiTXPm,2340,2370,,
3dvZnu3Yq5g7CXBdp,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:22:22.122Z,rgQvt2CLeH4HiTXPm,21960,21990,,
3o5PpPCQtb2rnAmNm,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:22:53.647Z,rgQvt2CLeH4HiTXPm,22740,22770,,
3re3LDbx2gbcse4cK,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:13:06.342Z,rgQvt2CLeH4HiTXPm,11640,11670,,
3shwpWgXfDGitcRTR,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:22:08.337Z,rgQvt2CLeH4HiTXPm,21510,21540,,
43xLdEj3DA5wZDzsJ,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_rem,0,2019-01-13T21:23:43.383Z,rgQvt2CLeH4HiTXPm,23610,23640,,
49vFpiJ6PE3FT2e7m,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:22:50.497Z,rgQvt2CLeH4HiTXPm,22650,22680,,
4QQz6N4YjG7yAxH5P,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_wake,0,2019-01-13T21:05:12.643Z,rgQvt2CLeH4HiTXPm,3180,3210,,
4YKJvZHtWEi5HHpsF,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:21:29.878Z,rgQvt2CLeH4HiTXPm,21210,21240,,
4eLCRoc37oRLc933S,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:19:08.159Z,rgQvt2CLeH4HiTXPm,19110,19140,,
4fnPnfRta4em9jgZw,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:18:53.282Z,rgQvt2CLeH4HiTXPm,18630,18660,,
4sWQmPs92GWNKbhkF,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:04:46.061Z,rgQvt2CLeH4HiTXPm,2790,2820,,
4vB85pZ23gMoye4Nj,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:13:16.374Z,rgQvt2CLeH4HiTXPm,12060,12090,,
553vHRtb77SiHxF8d,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_rem,0,2019-01-13T21:16:27.594Z,rgQvt2CLeH4HiTXPm,16170,16200,,
5DwY4aytCGdJ44wBx,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:06:31.319Z,rgQvt2CLeH4HiTXPm,4380,4410,,
5HTpununW8SRN9n7i,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:21:27.897Z,rgQvt2CLeH4HiTXPm,21150,21180,,
5JzRrLoAJqu3kFCNh,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:15:20.281Z,rgQvt2CLeH4HiTXPm,14700,14730,,
5PnXFwiWpKMHus6JH,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:15:50.670Z,rgQvt2CLeH4HiTXPm,15450,15480,,
5nyATdq5nkaBSbWYy,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:25:51.311Z,rgQvt2CLeH4HiTXPm,25920,25950,,
5rhfizoRAeE994p4r,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:06:10.686Z,rgQvt2CLeH4HiTXPm,3930,3960,,
5zqGgNoN6xrehAp9E,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:22:30.552Z,rgQvt2CLeH4HiTXPm,22200,22230,,
6EFjYgnPypsNgs5yg,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:22:48.485Z,rgQvt2CLeH4HiTXPm,22590,22620,,
6JTCfEEqi9wgCsx5G,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_rem,0,2019-01-13T21:16:29.277Z,rgQvt2CLeH4HiTXPm,16230,16260,,
6SYS2DxPY4byNCPeu,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:25:52.267Z,rgQvt2CLeH4HiTXPm,25950,25980,,
6e82qP8KnJ9exhTqh,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:19:23.054Z,rgQvt2CLeH4HiTXPm,19590,19620,,
6eDBoT3QQrBjcZp36,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:04:41.856Z,rgQvt2CLeH4HiTXPm,2670,2700,,
6hJsaY2vJTGHPs8ZE,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:06:32.445Z,rgQvt2CLeH4HiTXPm,4410,4440,,
6pdGm2oQTeYN2Djw9,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:06:21.295Z,rgQvt2CLeH4HiTXPm,4170,4200,,
78sWGAXwXFYsAaJqY,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:15:10.429Z,rgQvt2CLeH4HiTXPm,14430,14460,,
7MimvgzEXEHZ3rgmM,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_rem,0,2019-01-13T21:11:25.271Z,rgQvt2CLeH4HiTXPm,9780,9810,,
7NQ4CMtd7HC2TFiNW,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:15:47.508Z,rgQvt2CLeH4HiTXPm,15360,15390,,
7T7cYivRkK8uBX3Ye,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:10:55.952Z,rgQvt2CLeH4HiTXPm,9450,9480,,
7aSnrqSpRkT5ukmgA,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_rem,0,2019-01-13T21:24:54.492Z,rgQvt2CLeH4HiTXPm,24870,24900,,
7gxngXsHbmp5zrbfF,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_rem,0,2019-01-13T21:25:02.332Z,rgQvt2CLeH4HiTXPm,25110,25140,,
7pfBu54FJ5cmEcCZB,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:03:44.733Z,rgQvt2CLeH4HiTXPm,1920,1950,,
7s7TZhCEwZPYrddda,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_rem,0,2019-01-13T21:23:46.488Z,rgQvt2CLeH4HiTXPm,23730,23760,,
826yitQf8kB6QELas,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:07:35.143Z,rgQvt2CLeH4HiTXPm,5640,5670,,
82pwa7zb5ZnmJ8Lo5,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:22:13.530Z,rgQvt2CLeH4HiTXPm,21690,21720,,
83YxvfKuCkb3zyfgu,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_rem,0,2019-01-13T21:17:19.057Z,rgQvt2CLeH4HiTXPm,16950,16980,,
8Ye2aPDY5Bg4DGMLA,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:13:17.966Z,rgQvt2CLeH4HiTXPm,12120,12150,,
8b9pCAHAezEkaN94i,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:10:49.645Z,rgQvt2CLeH4HiTXPm,9390,9420,,
8d8pt2cgzkysbbvQ7,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:22:18.079Z,rgQvt2CLeH4HiTXPm,21840,21870,,
8nD7SMReFth9oBKFP,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:13:15.760Z,rgQvt2CLeH4HiTXPm,12030,12060,,
8ocHWhQsrjD9PGuiA,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_rem,0,2019-01-13T21:17:24.030Z,rgQvt2CLeH4HiTXPm,17100,17130,,
98BGDMiq32GBdqc6v,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_wake,0,2019-01-13T21:01:28.707Z,rgQvt2CLeH4HiTXPm,300,330,,
9CTogxSwtkRQc9n6a,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_n2,0,2019-01-13T21:11:52.485Z,rgQvt2CLeH4HiTXPm,10350,10380,,
9NjgMkQKd9aZXEMzT,1106016-1_P.edf,LFh7bJdusyv4WWCYX,sleep_stage_rem,0,2019-01-13T21:18:37.622Z,rgQvt2CLeH4HiTXPm,18270,18300,,
